imprumuta_carte,2026-05-30 00:35:25
verifica_dupa_imprumutare,2026-05-30 00:35:25
returneaza_carte,2026-05-30 00:35:25
returneaza_carte,2026-05-30 00:35:25
verifica_dupa_returnare,2026-05-30 00:35:25
imprumuta_carte,2026-05-30 00:35:25
imprumuta_carte,2026-05-30 00:35:25
verifica_dupa_a_doua_imprumutare,2026-05-30 00:35:25
join_carti_autori_sectiuni,2026-05-30 00:35:25
join_imprumuturi_cititori_carti_autori,2026-05-30 00:35:25
join_top_carti_imprumutate,2026-05-30 00:35:25
join_cititori_abonamente,2026-05-30 00:35:25
join_evenimente_autori_participanti,2026-05-30 00:35:25
sterge_eveniment,2026-05-30 00:35:25
listeaza_evenimente_dupa_delete,2026-05-30 00:35:25
adauga_autor,2026-05-30 01:13:20
adauga_autor,2026-05-30 01:13:20
adauga_autor,2026-05-30 01:13:20
adauga_sectiune,2026-05-30 01:13:20
adauga_sectiune,2026-05-30 01:13:20
adauga_abonament,2026-05-30 01:13:20
adauga_abonament,2026-05-30 01:13:20
adauga_cititor,2026-05-30 01:13:20
adauga_cititor,2026-05-30 01:13:20
adauga_carte,2026-05-30 01:13:20
adauga_carte,2026-05-30 01:13:20
adauga_carte,2026-05-30 01:13:20
adauga_carte,2026-05-30 01:13:20
adauga_eveniment,2026-05-30 01:13:20
adauga_eveniment,2026-05-30 01:13:20
adauga_autor,2026-05-30 01:13:55
adauga_autor,2026-05-30 01:13:55
adauga_autor,2026-05-30 01:13:55
adauga_sectiune,2026-05-30 01:13:55
adauga_sectiune,2026-05-30 01:13:55
adauga_abonament,2026-05-30 01:13:56
adauga_abonament,2026-05-30 01:13:56
adauga_cititor,2026-05-30 01:13:56
adauga_cititor,2026-05-30 01:13:56
adauga_carte,2026-05-30 01:13:56
adauga_carte,2026-05-30 01:13:56
adauga_carte,2026-05-30 01:13:56
adauga_carte,2026-05-30 01:13:56
adauga_eveniment,2026-05-30 01:13:56
adauga_eveniment,2026-05-30 01:13:56
adauga_autor,2026-05-30 01:16:41
adauga_autor,2026-05-30 01:16:41
adauga_autor,2026-05-30 01:16:41
adauga_sectiune,2026-05-30 01:16:41
adauga_sectiune,2026-05-30 01:16:41
adauga_abonament,2026-05-30 01:16:41
adauga_abonament,2026-05-30 01:16:41
adauga_cititor,2026-05-30 01:16:41
adauga_cititor,2026-05-30 01:16:41
adauga_carte,2026-05-30 01:16:41
adauga_carte,2026-05-30 01:16:41
adauga_carte,2026-05-30 01:16:41
adauga_carte,2026-05-30 01:16:41
adauga_eveniment,2026-05-30 01:16:41
adauga_eveniment,2026-05-30 01:16:41
adauga_participant_eveniment,2026-05-30 01:16:41
adauga_participant_eveniment,2026-05-30 01:16:41
adauga_participant_eveniment,2026-05-30 01:16:41
adauga_imprumut_repository,2026-05-30 01:16:41
listeaza_autori,2026-05-30 01:16:41
listeaza_sectiuni,2026-05-30 01:16:41
listeaza_abonamente,2026-05-30 01:16:41
listeaza_cititori,2026-05-30 01:16:42
listeaza_carti,2026-05-30 01:16:42
listeaza_evenimente,2026-05-30 01:16:42
listeaza_imprumuturi,2026-05-30 01:16:42
cauta_autor_dupa_id,2026-05-30 01:16:42
cauta_carte_dupa_id,2026-05-30 01:16:42
cauta_cititor_dupa_id,2026-05-30 01:16:42
actualizeaza_autor,2026-05-30 01:16:42
actualizeaza_carte,2026-05-30 01:16:42
actualizeaza_cititor,2026-05-30 01:16:42
listeaza_dupa_update,2026-05-30 01:16:42
imprumuta_carte,2026-05-30 01:16:42
imprumuta_carte,2026-05-30 01:16:42
verifica_dupa_imprumutare,2026-05-30 01:16:42
returneaza_carte,2026-05-30 01:16:42
returneaza_carte,2026-05-30 01:16:42
verifica_dupa_returnare,2026-05-30 01:16:42
imprumuta_carte,2026-05-30 01:16:42
imprumuta_carte,2026-05-30 01:16:42
verifica_dupa_a_doua_imprumutare,2026-05-30 01:16:42
join_carti_autori_sectiuni,2026-05-30 01:16:42
join_imprumuturi_cititori_carti_autori,2026-05-30 01:16:42
join_top_carti_imprumutate,2026-05-30 01:16:42
join_cititori_abonamente,2026-05-30 01:16:42
join_evenimente_autori_participanti,2026-05-30 01:16:42
